window_size,learning_rate,architecture,batch_size,epochs,num_layers,weight_decay,clip_grad,pct_start,model_type,avg_score,std_score,fold_scores,execution_time
120,0.0001,"(128, 4, 0.15)",64,30,2,0.01,1.0,0.3,transformer,42.354786,12.994579,"[np.float32(28.659891), np.float32(39.162094), np.float32(37.85451), np.float32(63.742645)]",606.8422441482544
